enst	entrez	tsea	pLI	oe_lof_upper	mis_z	subre	module	go	corum	string	target
ENST00000271532	83417	0	7.91E-10	0.942	-0.57668	0	other	0	no	0	0
ENST00000271583	26092	0	5.74E-08	0.798	-0.83177	0	other	1	no	0	0
ENST00000271588	83872	0	3.63E-38	0.483	0.28025	0	other	0	no	0	0
ENST00000271636	57530	0	1.89E-31	0.948	0.16995	1	other	4	no	0	0
ENST00000271638	6282	0	0.0084662	1.802	0.30918	0	other	2	no	0	0
ENST00000271640	9869	0	1	0.201	4.0082	1	M1	26	no	0	0
ENST00000271657	5298	0	0.86607	0.345	3.5512	0	other	1	no	0	0
ENST00000271732	55204	0	1.26E-05	1.064	0.9419	0	other	6	no	0	0
ENST00000271835	49860	0	0.00012577	1.366	-0.49724	0	other	6	no	0	0
ENST00000271843	10899	0	0.42432	0.657	0.91378	0	M7	2	no	0	0
ENST00000271850	7170	0	0.031108	0.629	2.3847	0	other	2	no	0	0
ENST00000271857	11000	0	3.37E-22	1.412	-1.6715	1	M1	0	no	0	0
ENST00000271889	148327	0	5.14E-06	1.02	0.0051118	1	M1	0	no	0	0
ENST00000271971	10753	0	1.33E-22	1.14	-0.099732	0	other	0	no	0	0
ENST00000272065	52	0	3.61E-07	1.624	-0.21072	0	other	2	no	0	0
ENST00000272117	3707	1	0.99994	0.148	0.63575	0	other	3	no	0	0
ENST00000272133	149111	1	0.84533	0.451	0.68285	1	M4	18	no	0	0
ENST00000272134	10637	0	9.68E-13	1.721	0.7376	0	other	11	no	0	0
ENST00000272139	79169	0	7.57E-05	1.187	0.27397	0	M1	0	no	0	0
ENST00000272164	7483	0	0.91225	0.388	1.1981	1	other	11	no	0	0
ENST00000272167	2052	0	3.22E-09	1.127	-0.056335	0	other	0	no	0	0
ENST00000272190	5972	0	2.43E-07	0.959	0.79714	0	other	3	no	0	0
ENST00000272217	127829	0	0.94173	0.354	2.9159	0	M4	5	no	0	0
ENST00000272223	130497	0	0.86296	0.46	1.738	3	other	64	no	0	0
ENST00000272224	151449	0	0.63062	0.638	1.8035	1	other	5	no	0	0
ENST00000272233	388	0	0.12253	1.161	2.5125	0	other	16	no	0	0
ENST00000272238	245973	0	2.85E-08	0.939	0.82731	0	other	6	no	0	0
ENST00000272252	130589	0	4.88E-11	1.495	-0.14623	0	other	2	no	0	0
ENST00000272286	64241	0	2.38E-20	1.365	-2.4872	0	other	5	no	0	0
ENST00000272322	51542	0	0.99929	0.254	0.95059	0	M1	1	no	0	0
ENST00000272324	130120	0	1.28E-07	1.773	-0.92873	0	other	5	no	0	0
ENST00000272342	54465	0	0.0077974	0.519	0.24365	0	other	2	no	0	0
ENST00000272367	165530	0	3.07E-14	1.307	-0.25653	0	other	0	no	0	0
ENST00000272371	9381	1	5.38E-39	0.875	-0.28849	0	other	19	no	0	0
ENST00000272418	64969	0	0.00036306	0.693	0.32674	0	other	1	no	0	0
ENST00000272430	6242	0	2.70E-06	0.755	1.0205	0	other	3	no	0	0
ENST00000272433	94097	1	0.0001472	0.769	0.89205	0	other	0	no	0	0
ENST00000272438	113419	0	0.0012246	1.13	1.2383	0	M7	0	no	0	0
ENST00000272444	8446	0	8.49E-07	1.091	0.42406	0	other	1	no	1	0
ENST00000272452	27233	0	4.97E-06	1.204	0.24183	0	other	0	no	0	0
ENST00000272462	7851	0	0.23241	1.406	1.064	0	other	5	no	0	0
ENST00000272520	165257	1	0.035707	1.218	1.6515	0	other	0	no	0	0
ENST00000272521	80775	0	0.0089914	1.279	0.31812	0	M7	0	no	0	0
ENST00000272542	6574	0	0.067227	0.484	1.8498	0	M7	0	no	1	0
ENST00000272570	84524	0	0.2611	0.558	1.3515	1	M1	4	no	0	0
ENST00000272638	23190	0	0.14569	0.475	1.4606	0	M7	0	no	0	0
ENST00000272641	11249	1	0.92646	0.359	1.4985	0	other	0	no	0	0
ENST00000272644	2840	0	8.43E-05	1.463	0.081105	0	other	4	no	0	0
ENST00000272645	5433	0	0.21392	0.897	1.5821	1	M1	15	no	0	0
ENST00000272647	83607	0	0.9913	0.255	2.4653	1	M1	0	no	0	0
ENST00000272732	79634	0	1.48E-07	1.143	-0.022974	0	other	0	no	0	0
ENST00000272746	7456	0	0.7328	0.444	1.2278	0	other	0	no	0	0
ENST00000272771	23671	1	7.39E-05	0.739	1.5997	0	other	10	no	0	0
ENST00000272797	151230	0	0.0041626	0.651	0.73317	4	M1	0	no	0	0
ENST00000272847	5746	1	1.41E-20	1.392	-0.77445	2	other	0	no	0	0
ENST00000272852	130749	0	7.27E-21	1.78	0.47912	0	other	0	no	0	0
ENST00000272895	26154	0	2.92E-15	0.478	1.6348	0	other	11	no	0	0
ENST00000272930	140739	0	0.92267	0.377	1.3307	0	other	0	no	0	0
ENST00000272937	55502	0	0.083905	1.38	0.5175	4	M1	5	no	0	0
ENST00000273047	5868	0	0.62452	0.536	0.85115	0	other	28	no	0	0
ENST00000273062	58190	0	0.99254	0.204	1.1516	0	other	0	no	0	0
ENST00000273063	6508	0	1.23E-05	0.527	2.7399	0	other	3	no	0	0
ENST00000273077	25953	0	4.14E-08	1.138	0.32311	0	other	4	no	0	0
ENST00000273130	51143	0	0.96348	0.328	1.0395	0	other	13	no	0	0
ENST00000273153	64651	0	0.34269	0.525	0.28963	0	other	0	no	0	0
ENST00000273173	9389	1	3.17E-13	1.26	0.13945	0	other	0	no	0	0
ENST00000273179	10217	0	0.0026698	0.961	2.0828	0	other	0	no	0	0
ENST00000273183	6769	0	1.44E-07	1.012	0.30412	2	M1	17	no	0	0
ENST00000273258	10550	0	0.10381	1.254	0.37355	0	other	5	no	0	0
ENST00000273261	26018	0	0.035031	0.426	-1.1762	0	other	0	no	0	0
ENST00000273283	3697	0	2.08E-31	1.23	0.28499	0	other	0	no	0	0
ENST00000273286	57408	0	3.37E-16	1.903	-0.83691	0	other	2	no	0	0
ENST00000273308	10330	0	0.0029232	0.944	0.64727	0	other	1	no	0	0
ENST00000273317	8994	0	0.41673	0.437	0.47706	6	other	17	no	0	0
ENST00000273359	55347	0	1.29E-05	1.061	0.23316	0	M7	3	no	0	0
ENST00000273368	29114	1	0.18493	0.715	1.569	0	other	0	no	0	0
ENST00000273371	51365	0	4.37E-11	1.237	0.28555	0	other	0	no	0	0
ENST00000273395	91653	0	1.67E-07	0.577	1.205	4	other	1	no	0	0
ENST00000273450	10840	0	1.41E-11	0.776	0.60492	0	other	0	no	0	0
ENST00000273480	9616	0	0.032867	1.254	1.5625	0	M7	0	no	0	0
ENST00000273541	57461	0	0.9999	0.114	1.2445	0	M1	7	yes	0	0
ENST00000273590	6988	0	0.00046337	1.777	0.075983	0	other	11	no	0	0
ENST00000273596	25864	0	6.42E-06	1.395	0.32559	0	other	0	no	0	0
ENST00000273598	84276	0	0.038834	0.856	0.76864	0	other	0	no	0	0
ENST00000273610	90226	0	0.037947	1.779	0.18732	0	other	3	no	0	0
ENST00000273739	9353	0	1	0.186	2.1515	2	other	86	no	0	0
ENST00000273783	8893	0	0.064171	0.441	0.7767	0	other	16	no	0	0
ENST00000273784	197	0	2.76E-07	1.422	-0.35956	2	other	2	no	0	0
ENST00000273814	1609	0	1.76E-09	0.703	0.10407	0	other	6	no	0	0
ENST00000273854	2044	1	7.29E-05	0.521	1.3605	5	M7	15	no	0	0
ENST00000273857	10699	0	6.51E-35	1.232	-0.16655	1	other	0	no	0	0
ENST00000273859	57205	0	7.56E-20	0.787	0.66195	0	other	2	no	0	0
ENST00000273861	201780	1	0.027914	0.932	0.9974	0	other	0	no	0	0
ENST00000273905	345274	0	4.51E-09	1.546	0.10202	0	other	0	no	0	0
ENST00000273920	58478	1	0.0061227	0.82	1.8267	0	M7	0	no	0	0
ENST00000273963	57563	0	3.12E-06	0.745	2.2258	4	M7	0	no	0	0
ENST00000273990	115265	0	1.52E-06	1.876	-0.09376	0	other	0	no	0	0
ENST00000274024	2169	0	0.0049806	1.505	0.71207	0	other	0	no	0	0
ENST00000274030	54532	0	1.66E-13	0.779	0.98249	0	other	3	no	0	0
ENST00000274031	80854	0	0.0042257	0.737	1.6574	1	M7	17	no	0	0
ENST00000274054	92345	0	0.97793	0.307	-0.31017	0	other	6	no	0	0
ENST00000274063	6423	0	0.0016693	1.058	1.31	5	other	33	no	0	0
ENST00000274093	8001	1	1.78E-05	0.698	0.98469	1	M13	12	no	1	0
ENST00000274134	83853	0	2.75E-06	1.551	0.16373	0	M7	2	no	0	0
ENST00000274170	1016	1	0.21478	0.454	0.80807	1	other	3	no	0	0
ENST00000274181	170690	1	0.00044629	0.431	0.40755	1	other	0	no	0	0
ENST00000274192	6715	0	1.16E-05	1.289	0.59029	0	M7	0	no	0	0
ENST00000274255	6502	0	0.96042	0.333	1.9548	4	other	3	no	0	0
ENST00000274276	9180	0	9.21E-18	0.944	0.11315	0	other	0	no	0	0
ENST00000274278	133688	0	3.54E-13	1.486	-0.14678	0	other	0	no	0	0
ENST00000274289	10769	0	0.9999	0.18	3.0118	2	M7	28	no	0	0
ENST00000274306	3001	0	2.05E-06	1.604	0.1686	1	other	5	no	1	0
ENST00000274341	1404	1	0.60242	0.488	0.41406	0	other	0	no	0	0
ENST00000274353	635	0	3.74E-14	1.401	0.14661	1	other	7	no	0	0
ENST00000274364	10788	0	8.50E-27	0.795	1.2086	5	other	8	no	0	0
ENST00000274368	1393	0	0.21476	0.582	1.3455	0	other	31	no	0	0
ENST00000274382	167410	1	0.0019611	0.832	0.28134	1	other	1	no	0	0
ENST00000274432	83890	0	3.48E-05	1.343	0.66995	2	other	0	no	0	0
ENST00000274457	56929	0	0.62927	0.479	2.4311	1	M7	0	no	0	0
ENST00000274458	51397	0	6.48E-12	1.866	-0.87958	0	other	0	no	0	0
ENST00000274459	9140	0	1.73E-09	1.853	-2.0598	0	M7	1	no	0	0
ENST00000274487	171019	1	5.96E-08	0.537	2.1002	0	other	0	no	0	0
ENST00000274496	81555	0	0.98529	0.234	0.67755	0	other	0	no	0	0
ENST00000274498	23092	0	0.99661	0.276	2.1135	2	other	1	no	0	0
ENST00000274507	3950	0	0.0014806	1.449	0.085727	0	other	0	no	0	0
ENST00000274520	3578	0	8.11E-07	1.917	0.25349	0	other	0	no	0	0
ENST00000274532	91937	0	2.64E-10	1.336	-0.36333	1	other	0	no	0	0
ENST00000274545	2559	1	1.34E-12	1.378	-0.40856	1	other	21	no	1	0
ENST00000274565	84651	0	0.078398	1.421	-0.043863	0	other	0	no	0	0
ENST00000274569	78991	0	6.56E-11	1.322	0.5417	0	other	0	no	0	0
ENST00000274625	8817	0	0.38517	0.687	2.4522	2	M7	10	no	0	0
ENST00000274629	3779	0	2.07E-06	1.602	0.21866	0	other	14	no	1	0
ENST00000274695	54901	0	0.016021	0.52	1.6595	3	M1	0	no	0	0
ENST00000274710	84249	1	0.00022099	0.608	0.43008	0	other	3	no	0	0
ENST00000274712	153527	0	0.98418	0.237	2.625	0	other	5	no	1	0
ENST00000274721	2676	0	0.027638	0.64	2.0522	2	other	3	no	0	0
ENST00000274773	81786	0	0.02684	0.643	0.6715	2	other	0	no	0	0
ENST00000274787	192286	0	0.19087	1.574	0.39757	0	M7	0	no	0	0
ENST00000274793	7941	0	5.33E-22	1.708	-1.0536	0	other	0	no	0	0
ENST00000274811	22838	0	0.27044	0.502	0.39429	0	other	0	no	0	0
ENST00000274849	29777	0	0.020296	1.015	0.17351	0	M7	1	no	0	0
ENST00000274867	23500	1	1	0.094	1.2724	0	other	13	no	0	0
ENST00000274963	221472	0	5.71E-09	0.806	0.70456	0	other	2	no	0	0
ENST00000274979	50636	0	3.46E-42	1.371	0.1742	0	other	1	no	0	0
ENST00000274990	401262	0	0.0003976	1.106	0.23883	0	other	0	no	0	0
ENST00000275015	4794	0	0.77098	0.43	1.4663	0	M1	0	no	0	0
ENST00000275016	51302	0	3.87E-16	1.376	-0.064852	1	other	0	no	0	0
ENST00000275198	319100	0	0.016668	1.072	-1.1482	0	other	0	no	0	0
ENST00000275200	83551	0	0.00028158	1.524	-0.56747	0	other	0	no	0	0
ENST00000275216	134864	0	0.00039183	1.432	-0.68607	0	other	0	no	0	0
ENST00000275230	154091	0	5.55E-05	0.869	1.3058	0	other	0	no	0	0
ENST00000275235	51390	0	3.66E-08	1.485	0.31795	0	other	0	no	0	0
ENST00000275364	2768	0	0.96994	0.276	2.093	0	M1	11	no	0	0
ENST00000275428	79017	0	0.000143	1.335	0.29447	0	other	0	no	0	0
ENST00000275493	1956	0	0.36837	0.349	1.8734	3	other	41	no	0	0
ENST00000275525	3484	0	0.00094677	1.193	0.25314	0	other	4	no	0	0
ENST00000275603	908	0	0.99532	0.255	1.2629	0	M7	6	no	0	0
ENST00000275635	7462	0	0.00022295	0.835	-0.024837	0	other	2	no	0	0
ENST00000275699	142685	0	1.84E-15	1.286	0.552	0	other	0	no	0	0
ENST00000275764	346673	0	0.00060861	0.845	1.2815	0	other	2	no	0	0
ENST00000275766	92092	0	0.0010577	1.165	0.50532	1	M1	0	no	0	0
ENST00000275767	55281	0	0.053997	1.632	0.073388	0	other	0	no	0	0
ENST00000275815	2041	0	1.46E-23	1.045	0.2223	1	other	16	no	0	0
ENST00000275954	83604	0	0.79685	0.567	1.0092	1	other	0	no	0	0
ENST00000276014	85417	0	0.8585	0.361	0.84006	1	other	1	no	0	0
ENST00000276055	56548	0	0.068651	0.973	1.9383	0	other	0	no	0	0
ENST00000276077	84636	0	0.39757	0.677	0.65289	0	other	4	no	0	0
ENST00000276198	3358	1	0.037023	0.867	1.2063	0	other	17	no	0	0
ENST00000276204	139818	0	0.012497	0.372	2.6993	1	other	3	no	0	0
ENST00000276218	139760	0	0.0086183	1.295	1.2388	0	other	0	no	0	0
ENST00000276282	9258	0	4.24E-09	0.824	-1.9428	3	M7	8	no	0	0
ENST00000276297	10395	0	0.99948	0.258	-2.931	0	other	38	no	0	0
ENST00000276373	6570	0	2.80E-21	1.592	-2.3848	2	other	11	no	0	0
ENST00000276410	8973	0	3.57E-08	1.153	0.12497	0	other	4	no	0	0
ENST00000276414	2796	0	0.15146	1.051	0.16356	2	other	2	no	0	0
ENST00000276416	55909	0	5.82E-13	1.597	-0.29753	0	M7	1	no	0	0
ENST00000276420	9046	0	1.21E-05	1.071	-0.86356	0	other	2	no	0	0
ENST00000276431	8795	0	0.00019928	0.848	-0.67048	1	other	7	no	0	0
ENST00000276440	80005	0	2.90E-09	0.441	1.0495	1	other	3	no	0	0
ENST00000276480	9705	1	0.99459	0.284	0.24589	3	M7	1	no	0	0
ENST00000276533	84296	0	0.00013735	1.075	0.53836	6	other	2	no	0	0
ENST00000276569	55156	0	0.76284	0.466	1.3202	0	other	0	no	0	0
ENST00000276570	85479	0	2.29E-06	1.583	0.26563	1	other	0	no	0	0
ENST00000276571	1392	1	0.71614	0.72	1.1016	0	other	17	no	0	0
ENST00000276585	28957	0	4.66E-05	1.875	-0.026319	0	other	1	no	0	0
ENST00000276590	51110	0	3.69E-05	1.089	0.43298	0	other	0	no	0	0
ENST00000276594	63978	0	0.019397	0.6	1.8846	0	other	9	no	0	0
ENST00000276603	7013	0	0.90655	0.372	0.3718	0	M7	14	no	0	0
ENST00000276616	85481	0	7.21E-09	1.702	-0.11014	0	other	0	no	0	0
ENST00000276654	29967	0	0.99799	0.256	1.3042	2	M7	1	no	0	0
ENST00000276681	114569	0	0.13691	1.102	0.49587	0	other	5	no	0	0
ENST00000276682	8667	0	0.013168	0.63	0.65584	0	M1	5	no	0	0
ENST00000276708	56169	0	8.09E-14	1.25	-0.51404	0	other	0	no	0	0
ENST00000276893	115426	0	0.99928	0.245	3.3209	1	M7	6	no	0	0
ENST00000276925	1030	0	0.0073369	1.833	-0.69508	0	M7	11	no	0	0
ENST00000276943	56832	0	9.06E-10	1.896	-0.34112	0	other	1	no	0	0
ENST00000277010	10280	0	0.1678	0.736	1.4613	0	other	7	no	0	0
ENST00000277458	140459	0	0.00080472	0.971	1.0524	0	other	0	no	0	0
ENST00000277508	5047	0	3.11E-08	1.735	0.51768	0	other	1	no	0	0
ENST00000277517	91734	0	2.31E-09	1.936	-0.55626	0	other	0	no	0	0
ENST00000277526	392399	0	0.0016951	1.055	-0.097472	0	other	0	no	0	0
ENST00000277554	138151	1	0.31484	0.754	1.7295	0	other	5	no	0	0
ENST00000277657	79741	0	3.29E-12	0.982	0.34642	0	other	0	no	0	0
ENST00000277746	29982	0	0.00050432	1.058	0.27895	0	M7	3	no	0	0
ENST00000277895	3983	0	0.9301	0.326	1.6153	2	other	1	no	0	0
ENST00000277942	64106	1	9.55E-15	1.918	1.4785	1	other	0	no	0	0
ENST00000278060	196743	0	4.86E-09	1.353	0.21109	0	other	0	no	0	0
ENST00000278070	23082	0	1	0.152	0.24445	0	M7	1	no	0	0
ENST00000278071	85450	0	4.80E-11	1.496	0.56291	6	other	0	no	0	0
ENST00000278175	133	0	0.040831	1.162	-0.10735	0	other	1	no	0	0
ENST00000278187	2620	0	0.00080175	0.811	0.44001	1	other	1	no	0	0
ENST00000278193	55327	0	0.051327	0.8	1.0887	1	M7	6	no	0	0
ENST00000278198	57689	1	0.97233	0.306	2.5186	0	other	3	no	0	0
ENST00000278200	196294	0	2.46E-05	1.415	-0.27516	0	other	0	no	0	0
ENST00000278222	6291	0	0.012346	1.688	-0.29513	0	other	0	no	0	0
ENST00000278282	7356	0	0.00079919	1.915	0.14859	1	other	0	no	0	0
ENST00000278314	7761	0	1.11E-17	1.499	-0.58658	0	M1	0	no	0	0
ENST00000278319	7762	0	6.19E-16	1.348	-1.1816	1	M1	0	no	0	0
ENST00000278353	51144	0	0.00040288	0.901	0.64925	0	other	0	no	0	0
ENST00000278360	25891	0	6.26E-32	1.429	-0.46471	0	other	0	no	0	0
ENST00000278412	6749	0	0.99585	0.275	4.0388	2	M7	7	no	0	0
ENST00000278426	8501	0	8.03E-06	0.751	1.089	0	other	1	no	0	0
ENST00000278505	23052	0	6.58E-11	1.645	0.010014	0	other	0	no	0	0
ENST00000278520	79780	0	2.38E-07	0.856	0.083404	0	M1	0	no	0	0
ENST00000278601	91894	0	3.10E-05	1.69	0.78771	1	other	0	no	0	0
ENST00000278612	4863	0	0.28233	0.367	-0.14622	0	M7	4	no	0	0
ENST00000278618	60496	1	0.033866	0.717	0.46164	1	other	0	no	0	0
ENST00000278715	3145	0	0.94884	0.343	0.64341	0	M7	0	no	0	0
ENST00000278772	79175	0	0.0053489	1.478	0.13513	0	M1	1	no	0	0
ENST00000278780	58495	0	0.70889	0.567	1.0897	2	other	6	no	0	0
ENST00000278823	9219	0	0.74479	0.364	3.126	0	M1	21	yes	1	0
ENST00000278826	51524	0	0.047034	1.106	0.47268	0	M1	0	no	0	0
ENST00000278829	3995	0	0.0025334	0.622	2.3124	0	other	0	no	0	0
ENST00000278833	6094	1	0.00041221	1.099	-0.90558	0	other	0	no	0	0
ENST00000278840	9415	0	0.99815	0.232	3.1919	0	M1	0	no	0	0
ENST00000278853	22917	0	1.87E-21	1.33	0.18457	1	other	0	no	0	0
ENST00000278856	54663	0	3.43E-09	1.122	0.9226	0	other	1	no	0	0
ENST00000278886	22981	0	2.65E-39	1.092	-0.97611	3	M1	3	no	0	0
ENST00000278888	2206	0	5.60E-09	1.733	-0.30926	0	other	0	no	0	0
ENST00000278903	9538	0	0.73348	0.418	1.997	0	M7	3	no	0	0
ENST00000278919	9638	1	0.75002	0.414	1.3789	0	other	6	no	0	0
ENST00000278927	90952	0	0.20185	0.59	-0.46121	0	other	7	no	0	0
ENST00000278935	22897	0	4.83E-27	0.837	0.34541	0	other	3	no	0	0
ENST00000278937	10205	0	1.08E-12	1.864	-0.48021	0	other	0	no	0	0
ENST00000278947	6327	1	0.0017119	1.401	0.3173	2	other	26	no	1	0
ENST00000278949	196264	0	2.24E-14	1.948	-0.30885	1	M7	0	no	0	0
ENST00000278951	51092	0	1.20E-13	0.749	1.9656	0	other	0	no	0	0
ENST00000278968	6876	0	0.08527	0.907	0.3671	0	other	1	no	0	0
ENST00000278979	128853	0	1.18E-05	1.074	0.38103	0	M1	4	no	0	0
ENST00000279022	10398	0	0.019797	1.488	1.171	0	other	4	no	0	0
ENST00000279027	64849	0	9.45E-07	0.834	1.4048	0	other	0	no	0	0
ENST00000279058	391253	0	0.084396	1.376	0.33369	0	other	0	no	0	0
ENST00000279146	9049	0	0.36163	0.518	0.93007	0	M7	1	no	0	0
ENST00000279168	170589	0	1.44E-08	1.935	0.089674	0	M1	3	no	0	0
ENST00000279178	114571	0	4.27E-19	1.61	-1.2418	2	other	1	no	0	0
ENST00000279206	84304	0	4.52E-07	1.351	0.99774	0	other	0	no	0	0
ENST00000279227	83706	0	0.00026014	0.562	1.5071	0	other	0	no	0	0
ENST00000279230	5331	0	0.92763	0.315	3.2651	0	other	4	no	0	0
ENST00000279242	740	0	0.00031078	1.497	0.28206	0	M7	1	no	0	0
ENST00000279247	823	0	5.86E-10	0.706	1.6828	0	M7	9	no	0	0
ENST00000279249	10435	0	0.039267	1.767	0.52233	0	other	7	no	0	0
ENST00000279263	7108	0	1.37E-07	1.017	0.40412	0	other	0	no	0	0
ENST00000279386	6911	0	0.0068128	0.688	0.53549	1	other	11	no	0	0
ENST00000279387	5531	0	0.4554	0.489	3.5466	0	M7	1	no	1	0
ENST00000279392	8479	0	1.98E-06	0.867	-0.82132	0	M7	1	no	0	0
ENST00000279396	124446	0	8.32E-05	1.466	0.24201	0	other	0	no	0	0
ENST00000279441	4319	0	5.91E-15	1.414	-1.0764	0	other	0	no	0	0
ENST00000279463	53942	1	6.20E-05	0.485	-0.33557	2	other	0	no	0	0
ENST00000279477	10326	0	4.50E-07	1.942	0.76757	1	other	1	no	0	0
ENST00000279488	1848	0	0.97603	0.261	1.2166	2	other	5	no	0	0
ENST00000279544	51348	0	1.80E-07	1.484	0.46212	0	other	0	no	0	0
ENST00000279575	5545	0	1.29E-09	1.977	-3.215	0	other	0	no	0	0
ENST00000279783	390157	0	5.17E-06	1.912	-0.6927	0	other	0	no	0	0
ENST00000279791	390162	0	0.0036459	1.62	-1.2759	0	other	0	no	0	0
ENST00000279804	1489	0	0.041899	1.744	0.81111	0	other	1	no	0	0
ENST00000279839	51503	0	0.97769	0.256	2.1187	0	M7	7	yes	1	0
ENST00000279907	23074	0	0.0042502	0.412	1.102	0	other	0	no	0	0
ENST00000280057	220108	1	4.59E-10	1.434	0.99275	2	M1	0	no	0	0
ENST00000280082	4253	0	0.0014245	0.662	-0.58162	0	other	2	no	0	0
ENST00000280097	3176	0	0.019734	0.796	0.66117	0	other	6	no	0	0
ENST00000280098	339745	0	0.011897	0.577	0.95984	0	M7	6	no	0	0
ENST00000280115	130576	0	0.0020711	1.012	0.6514	0	M13	0	no	0	0
ENST00000280154	27250	0	3.36E-07	0.928	0.21754	0	M7	13	no	0	0
ENST00000280155	150	0	0.00081816	1.231	1.7995	4	M1	23	no	0	0
ENST00000280187	2823	1	0.98962	0.218	1.9639	0	M7	11	no	0	0
ENST00000280190	116966	1	9.65E-25	0.85	0.48592	0	other	0	no	0	0
ENST00000280191	132851	0	1.18E-09	1.508	-0.31892	0	other	3	no	0	0
ENST00000280193	7424	0	0.49565	0.478	0.84864	0	other	5	no	0	0
ENST00000280200	10666	0	0.03921	0.698	0.73659	0	other	2	no	0	0
ENST00000280245	220047	0	1.16E-09	1.102	-0.45311	0	other	0	no	0	0
ENST00000280258	11098	0	1.94E-05	1.003	0.47039	0	M1	0	no	0	0
ENST00000280295	151242	0	2.35E-05	1.742	0.30791	0	other	0	no	0	0
ENST00000280325	341032	0	0.0019229	1.363	0.22959	0	other	0	no	0	0
ENST00000280326	22948	0	0.99928	0.188	1.4749	0	M7	7	no	0	0
ENST00000280333	1793	0	0.0068117	0.341	2.4128	0	other	3	no	0	0
ENST00000280350	120379	0	7.55E-09	1.482	0.60033	0	other	0	no	0	0
ENST00000280357	3606	0	0.030717	1.284	1.52	0	other	5	no	0	0
ENST00000280358	56158	0	0.00045664	1.779	0.29604	0	other	4	no	0	0
ENST00000280377	9958	0	0.99997	0.211	3.4993	0	M1	13	no	0	0
ENST00000280557	8562	0	0.87514	0.425	1.582	0	other	1	no	0	0
ENST00000280605	84076	0	1.14E-07	1.172	0.045944	0	other	0	no	0	0
ENST00000280612	23657	1	5.68E-05	0.761	0.77921	0	other	0	no	0	0
ENST00000280665	196513	0	1.60E-10	1.055	0.53195	0	M7	0	no	0	0
ENST00000280696	7068	0	0.66766	0.435	2.8283	2	M13	5	no	0	0
ENST00000280701	54995	0	2.47E-05	1.156	-0.021558	0	M7	2	no	0	0
ENST00000280704	3948	0	5.27E-07	1.329	0.1685	0	other	0	no	0	0
ENST00000280706	160287	0	3.78E-10	1.642	0.27225	0	other	0	no	0	0
ENST00000280734	144110	0	0.019183	1.031	0.88369	0	other	0	no	0	0
ENST00000280758	121551	0	0.99993	0.204	2.2234	0	other	1	no	0	0
ENST00000280800	196463	0	1.72E-11	1.033	1.1994	0	other	0	no	0	0
ENST00000280871	114134	1	0.83307	0.377	1.4822	0	other	7	no	0	0
ENST00000280886	22982	0	1	0.149	4.6684	2	M1	0	no	0	0
ENST00000280904	1824	0	5.17E-08	0.689	0.37261	2	M1	4	no	0	0
ENST00000280979	9472	1	0.99983	0.253	-0.04269	0	other	41	no	0	0
ENST00000280987	283635	0	0.0011791	1.139	-0.30162	0	M7	0	no	0	0
ENST00000281030	7069	0	0.0029238	1.692	0.27446	1	other	0	no	0	0
ENST00000281038	79731	0	7.11E-08	0.863	-0.75918	0	M7	0	no	0	0
ENST00000281092	2241	0	0.6633	0.357	1.2604	4	M1	21	no	0	0
ENST00000281141	8872	0	1.11E-05	0.811	1.0971	0	M7	1	no	0	0
ENST00000281142	132320	0	4.38E-16	0.888	-0.26924	0	M7	2	no	0	0
ENST00000281146	132321	0	3.52E-05	1.34	-0.070712	0	other	0	no	0	0
ENST00000281154	83447	0	7.32E-10	1.387	0.63062	0	other	0	no	0	0
ENST00000281156	202559	1	0.038537	0.61	0.016817	1	M1	3	no	0	0
ENST00000281171	5800	1	1.19E-05	0.474	1.3043	4	M4	32	no	0	0
ENST00000281172	2059	0	0.97308	0.311	0.81071	0	M1	15	no	0	0
ENST00000281182	27034	0	5.64E-14	1.27	0.22235	0	M7	0	no	0	0
ENST00000281187	112936	0	0.9665	0.317	2.0188	0	M7	1	no	0	0
ENST00000281282	84952	0	4.69E-42	1.242	-2.015	0	other	7	no	0	0
ENST00000281321	5458	0	0.074814	0.946	0.078879	2	other	49	no	1	0
ENST00000281382	5281	0	0.00071995	1.264	-0.5549	0	other	0	no	0	0
ENST00000281416	54842	0	3.29E-06	0.822	1.7747	1	other	0	no	0	0
ENST00000281419	8853	0	0.99996	0.22	2.3661	0	M7	0	no	0	0
ENST00000281437	8538	0	0.21157	0.687	-0.089507	0	other	0	no	0	0
ENST00000281441	120224	0	1.27E-11	1.814	-0.251	0	other	0	no	0	0
ENST00000281455	2180	0	0.0015324	0.476	1.4037	0	M7	0	no	0	0
ENST00000281471	196394	0	0.32526	0.604	1.2548	0	other	0	no	1	0
ENST00000281474	636	0	1.57E-05	0.571	2.2667	3	M1	3	no	0	0
ENST00000281508	160857	0	3.66E-05	1.333	-0.037849	1	M1	0	no	0	0
ENST00000281523	79750	0	0.65437	0.47	0.62773	2	other	0	no	0	0
ENST00000281543	60558	0	5.35E-18	1.137	0.15205	0	M7	0	no	0	0
ENST00000281589	5042	0	8.44E-15	1.667	-0.77692	0	M1	0	no	0	0
ENST00000281623	26272	0	4.01E-06	1.052	0.6493	0	M7	9	no	0	0
ENST00000281631	79668	0	0.059603	0.391	2.0031	0	other	0	no	0	0
ENST00000281701	4931	0	4.26E-19	0.923	1.5873	1	M1	4	no	0	0
